fdc_id,food_code,description,wweia_category_number,wweia_category_description,state_hint,kcal_per_100g,protein_g_per_100g,carbs_g_per_100g,fat_g_per_100g,fiber_g_per_100g,sugar_g_per_100g,sodium_mg_per_100g,atwater_kcal,atwater_ratio,publication_date
2706337,26301110,Abalone,2404,Shellfish,,177,21.24,7.46,6.12,0,0,574,169.9,0.960,2022-10-28
2708809,58137300,"Adobo, with noodles",3004,Poultry mixed dishes,,172,16.89,8.14,7.66,0.4,0.03,510,169.1,0.983,2022-10-28
2708958,58150530,"Adobo, with rice",3004,Poultry mixed dishes,,181,17.69,8.86,7.94,0.2,0.03,522,177.7,0.982,2022-10-28
2710282,91302020,Agave liquid sweetener,8802,Sugars and honey,,310,0.09,76.37,0.45,0.2,68.03,4,309.9,1.000,2022-10-28
2710681,93301400,Alcoholic coffee drink,7506,Liquor and cocktails,,88,0.21,2.1,2.38,0,2.04,3,30.7,0.348,2022-10-28
2710620,93106100,Alcoholic malt beverage,7502,Beer,,58,0.9,0.27,0,0,0,4,4.7,0.081,2022-10-28
2710619,93106000,"Alcoholic malt beverage, sweetened",7502,Beer,,68,0,10.07,0,0,9.77,5,40.3,0.592,2022-10-28
2709765,75100500,"Alfalfa sprouts, raw",6420,Other vegetables and combinations,raw,23,3.99,2.1,0.69,1.9,0.2,6,30.6,1.329,2022-10-28
2705809,14650160,Alfredo sauce,8412,"Dips, gravies, other sauces",,150,2.12,1.77,15,0,0.9,552,150.6,1.004,2022-10-28
2705810,14650165,Alfredo sauce with added vegetables,8412,"Dips, gravies, other sauces",,122,2.07,2.65,11.54,0.4,1.44,423,122.7,1.006,2022-10-28
2705811,14650170,Alfredo sauce with meat,8412,"Dips, gravies, other sauces",,171,6.52,1.44,15.34,0,0.73,520,169.9,0.994,2022-10-28
2705812,14650175,Alfredo sauce with meat and added vegetables,8412,"Dips, gravies, other sauces",,148,6.47,2.15,12.53,0.3,1.17,415,147.2,0.995,2022-10-28
2705813,14650180,Alfredo sauce with poultry,8412,"Dips, gravies, other sauces",,156,6.87,1.44,13.6,0,0.73,518,155.6,0.998,2022-10-28
2705814,14650185,Alfredo sauce with poultry and added vegetables,8412,"Dips, gravies, other sauces",,133,6.83,2.15,10.79,0.3,1.17,413,133.0,1.000,2022-10-28
2705815,14650190,Alfredo sauce with seafood,8412,"Dips, gravies, other sauces",,145,5.91,1.99,12.46,0,0.73,541,143.7,0.991,2022-10-28
2705816,14650195,Alfredo sauce with seafood and added vegetables,8412,"Dips, gravies, other sauces",,122,5.87,2.7,9.66,0.3,1.17,436,121.2,0.994,2022-10-28
2707533,42200500,Almond butter,2804,Nuts and seeds,,641,20.67,21.11,52.72,9.6,4.4,232,641.6,1.001,2022-10-28
2707565,42304040,"Almond butter and jelly sandwich, on wheat bread",3722,Peanut butter and jelly sandwiches,,372,12.04,42.86,17.2,5.8,13.19,307,374.4,1.006,2022-10-28
2707564,42304030,"Almond butter and jelly sandwich, on white bread",3722,Peanut butter and jelly sandwiches,,374,10.98,44.88,16.99,4.2,13.26,313,376.4,1.006,2022-10-28
2707563,42304020,"Almond butter sandwich, on wheat bread",3722,Peanut butter and jelly sandwiches,,395,14.62,36.97,20.93,6.9,4.93,368,394.7,0.999,2022-10-28
2707562,42304010,"Almond butter sandwich, on white bread",3722,Peanut butter and jelly sandwiches,,397,13.34,39.43,20.68,4.9,5.01,374,397.2,1.001,2022-10-28
2707534,42200510,"Almond butter, lower sodium",2804,Nuts and seeds,,645,20.79,21.24,53.04,9.7,4.43,1,645.5,1.001,2022-10-28
2706797,27445250,Almond chicken,3404,Stir-fry and soy-based sauce mixtures,,195,15.66,4.46,13.16,1.2,1.42,330,198.9,1.020,2022-10-28
2705408,11350010,"Almond milk, chocolate",1902,Plant-based milk,,43,0.57,7.44,1.2,0.1,6.97,56,42.8,0.996,2022-10-28
2705410,11350040,"Almond milk, NFS",1902,Plant-based milk,,20,0.54,1.53,1.21,0,1.2,59,19.2,0.959,2022-10-28
2705407,11350000,"Almond milk, sweetened",1902,Plant-based milk,,30,0.53,4.31,1.18,0,3.99,58,30.0,0.999,2022-10-28
2705409,11350020,"Almond milk, unsweetened",1902,Plant-based milk,,15,0.55,0.34,1.22,0,0,60,14.5,0.969,2022-10-28
2710181,82101300,Almond oil,8012,Salad dressings and vegetable oils,,884,0,0,100,0,0,0,900.0,1.018,2022-10-28
2707535,42200600,Almond paste,2804,Nuts and seeds,,458,9,47.81,27.74,4.8,36.25,9,476.9,1.041,2022-10-28
2710326,91701010,"Almonds, chocolate covered candy",5702,Candy containing chocolate,,560,12.97,44.04,38.81,6.4,32.84,49,577.3,1.031,2022-10-28
2707490,42101300,"Almonds, flavored",2804,Nuts and seeds,,599,20.07,20.12,53.27,10.4,4.65,500,640.2,1.069,2022-10-28
2707491,42101350,"Almonds, honey roasted",2804,Nuts and seeds,,579,14.11,35.84,45.34,7.3,25.01,385,607.9,1.050,2022-10-28
2707488,42101120,"Almonds, lightly salted",2804,Nuts and seeds,,604,20.23,20.28,53.7,10.5,4.69,195,645.3,1.068,2022-10-28
2707485,42100100,"Almonds, NFS",2804,Nuts and seeds,,598,20.96,21.01,52.54,10.9,4.86,3,640.7,1.071,2022-10-28
2707487,42101110,"Almonds, salted",2804,Nuts and seeds,,601,20.13,20.18,53.43,10.5,4.67,386,642.1,1.068,2022-10-28
2707486,42101000,"Almonds, unroasted",2804,Nuts and seeds,,626,21.45,20.03,51.09,10.8,4.35,0,625.7,1.000,2022-10-28
2707489,42101130,"Almonds, unsalted",2804,Nuts and seeds,,607,20.33,20.38,53.96,10.6,4.71,3,648.5,1.068,2022-10-28
2709833,75200700,Aloe vera juice drink,7006,Other fruit juice,,15,0,3.75,0,0,3.75,8,15.0,1.000,2022-10-28
2709286,63301010,Ambrosia,6018,Other fruits and fruit salads,,75,0.81,16.45,0.98,2,12.81,1,77.9,1.038,2022-10-28
2710165,81201000,Animal fat or drippings,8002,Butter and animal fats,,841,2.23,0,92.18,0,0,604,838.5,0.997,2022-10-28
2707703,51187020,Anisette toast,5504,Cookies and brownies,,373,7.63,66.99,8.38,1.4,28.44,262,373.9,1.002,2022-10-28
2706874,27460510,"Antipasto with ham, fish, cheese, vegetables",3002,Meat mixed dishes,,158,11.62,3.75,10.7,1.1,1.51,854,157.8,0.999,2022-10-28
2709319,64101010,Apple cider,7004,Apple juice,,46,0.1,11.3,0.13,0.2,9.62,4,46.8,1.017,2022-10-28
2710591,92550360,"Apple juice beverage, 40-50% juice, light",7204,Fruit drinks,,22,0,5.1,0.1,0,4.8,13,21.3,0.968,2022-10-28
2709320,64104010,"Apple juice, 100%",7004,Apple juice,,48,0.09,11.34,0.25,0.2,10.13,5,48.0,0.999,2022-10-28
2709321,64104030,"Apple juice, 100%, with calcium added",7004,Apple juice,,48,0.12,11.49,0.17,0.3,9.47,5,48.0,0.999,2022-10-28
2709219,63101210,Apple pie filling,6002,Apples,,100,0.1,26.1,0.1,1,13.8,47,105.7,1.057,2022-10-28
2709293,63401010,Apple salad with dressing,6018,Other fruits and fruit salads,,180,1.45,12.2,14.24,2,9.1,87,182.8,1.015,2022-10-28
2709220,63101310,"Apple, baked",6002,Apples,baked,113,0.32,22.7,3.08,2.5,19.01,4,119.8,1.060,2022-10-28
2709294,63401060,"Apple, candied",6002,Apples,,134,1.34,29.61,2.15,1.8,24.17,62,143.2,1.068,2022-10-28
2709196,62101100,"Apple, dried",6016,Dried fruits,dried,243,0.93,65.89,0.32,8.7,57.19,87,270.2,1.112,2022-10-28
2709215,63101000,"Apple, raw",6002,Apples,raw,61,0.17,14.8,0.15,2.1,12.08,0,61.2,1.004,2022-10-28
2709218,63101150,"Applesauce, flavored",6002,Apples,,75,0.25,17.97,0.17,1,15.56,1,74.4,0.992,2022-10-28
2709216,63101110,"Applesauce, regular",6002,Apples,,75,0.25,17.97,0.17,1,15.56,1,74.4,0.992,2022-10-28
2709217,63101120,"Applesauce, unsweetened",6002,Apples,,52,0.27,12.26,0.16,1.1,9.66,1,51.6,0.992,2022-10-28
2709341,64201010,Apricot nectar,7204,Fruit drinks,,56,0.17,13.63,0.45,0.1,12.79,8,59.2,1.058,2022-10-28
2709222,63103110,"Apricot, canned",6018,Other fruits and fruit salads,,57,0.65,13.85,0.17,1.5,12.39,3,59.5,1.044,2022-10-28
2709197,62104100,"Apricot, dried",6016,Dried fruits,dried,241,3.39,62.64,0.51,7.3,53.44,10,268.7,1.115,2022-10-28
2709221,63103010,"Apricot, raw",6018,Other fruits and fruit salads,raw,48,1.4,11.12,0.39,2,9.24,1,53.6,1.116,2022-10-28
2707828,52220110,Arepa Dominicana,4402,"Biscuits, muffins, quick breads",,267,5.66,30.47,14,2.4,3.25,399,270.5,1.013,2022-10-28
2705926,23340100,Armadillo,2008,"Lamb, goat, game",,159,28.08,0,4.34,0,0,367,151.4,0.952,2022-10-28
2709766,75100750,Artichoke,6420,Other vegetables and combinations,,53,2.89,11.95,0.34,5.7,0.99,60,62.4,1.178,2022-10-28
2705782,14620110,Artichoke dip,8412,"Dips, gravies, other sauces",,331,3.86,5.78,32.67,0.9,2.08,607,332.6,1.005,2022-10-28
2710039,75400500,"Artichokes, stuffed",3104,Vegetable dishes,,160,5.33,22.28,5.94,3.9,2.13,404,163.9,1.024,2022-10-28
2706817,27446355,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",3004,Poultry mixed dishes,,116,10.24,8.11,5.26,1.8,3,167,120.7,1.041,2022-10-28
2706816,27446350,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",3004,Poultry mixed dishes,,130,11.44,9.5,5.46,1.9,2.99,176,132.9,1.022,2022-10-28
2710036,75340020,"Asian stir fry vegetables, cooked, fat added",6420,Other vegetables and combinations,,71,2.01,9.65,2.84,2.8,3.53,146,72.2,1.017,2022-10-28
2710035,75340010,"Asian stir fry vegetables, cooked, no added fat",6420,Other vegetables and combinations,,50,2.07,9.93,0.3,2.9,3.63,141,50.7,1.014,2022-10-28
2709846,75202035,"Asparagus, canned, cooked with butter or margarine",6420,Other vegetables and combinations,,38,2.09,2.4,2.82,1.6,1.04,296,43.3,1.141,2022-10-28
2709845,75202034,"Asparagus, canned, cooked with oil",6420,Other vegetables and combinations,,45,2.08,2.39,3.54,1.6,1.03,279,49.7,1.105,2022-10-28
2709840,75202023,"Asparagus, canned, cooked, fat added, NS as to fat type",6420,Other vegetables and combinations,,41,2.09,2.39,3.18,1.6,1.03,287,46.5,1.135,2022-10-28
2709836,75202013,"Asparagus, canned, cooked, no added fat",6420,Other vegetables and combinations,,19,2.14,2.46,0.65,1.6,1.06,287,24.2,1.276,2022-10-28
2709842,75202028,"Asparagus, fresh, cooked with butter or margarine",6420,Other vegetables and combinations,raw,42,2.31,4.05,2.48,2.2,1.97,141,47.8,1.137,2022-10-28
2709841,75202027,"Asparagus, fresh, cooked with oil",6420,Other vegetables and combinations,raw,49,2.29,4.04,3.25,2.2,1.96,123,54.6,1.114,2022-10-28
2709838,75202021,"Asparagus, fresh, cooked, fat added, NS as to fat type",6420,Other vegetables and combinations,raw,45,2.3,4.04,2.86,2.2,1.96,132,51.1,1.136,2022-10-28
2709834,75202011,"Asparagus, fresh, cooked, no added fat",6420,Other vegetables and combinations,raw,21,2.36,4.16,0.13,2.3,2.02,127,27.2,1.298,2022-10-28
2709844,75202032,"Asparagus, frozen, cooked with butter or margarine",6420,Other vegetables and combinations,,37,2.87,1.87,2.59,1.5,0.32,132,42.3,1.142,2022-10-28
2709843,75202031,"Asparagus, frozen, cooked with oil",6420,Other vegetables and combinations,,44,2.86,1.86,3.31,1.5,0.31,115,48.7,1.106,2022-10-28
2709839,75202022,"Asparagus, frozen, cooked, fat added, NS as to fat type",6420,Other vegetables and combinations,,40,2.86,1.86,2.95,1.5,0.32,124,45.4,1.136,2022-10-28
2709835,75202012,"Asparagus, frozen, cooked, no added fat",6420,Other vegetables and combinations,,18,2.94,1.91,0.42,1.6,0.32,119,23.2,1.288,2022-10-28
2709837,75202020,"Asparagus, NS as to form, cooked",6420,Other vegetables and combinations,,45,2.3,4.04,2.86,2.2,1.96,132,51.1,1.136,2022-10-28
2709767,75100800,"Asparagus, raw",6420,Other vegetables and combinations,raw,20,2.2,3.88,0.12,2.1,1.88,2,25.4,1.270,2022-10-28
2710607,92613010,Atole,7220,Smoothies and grain drinks,,86,1.69,16.28,1.54,0.2,13.87,18,85.7,0.997,2022-10-28
2710605,92611100,Atole de avena,7220,Smoothies and grain drinks,,83,1.74,15.46,1.58,0.2,13.98,18,83.0,1.000,2022-10-28
2710608,92613510,Atole de chocolate,7220,Smoothies and grain drinks,,103,1.8,20.3,1.78,0.6,17.24,30,104.4,1.014,2022-10-28
2710208,83112000,Avocado dressing,8012,Salad dressings and vegetable oils,,427,1.9,7.36,43.33,0.1,6.67,867,427.0,1.000,2022-10-28
2710248,89902000,"Avocado, for use on a sandwich",6489,Vegetables on a sandwich,,160,2,8.53,14.66,6.7,0.66,7,174.1,1.088,2022-10-28
2709223,63105010,"Avocado, raw",6420,Other vegetables and combinations,raw,160,2,8.53,14.66,6.7,0.66,7,174.1,1.088,2022-10-28
2709363,67102010,"Baby Toddler apples, Stage 1",9004,Baby food: fruit,,41,0.2,10.8,0.2,1.7,9.87,0,45.8,1.117,2022-10-28
2709364,67102030,"Baby Toddler apples, Stage 2",9004,Baby food: fruit,,37,0,10.3,0,1.7,8.48,1,41.2,1.114,2022-10-28
2709365,67105030,"Baby Toddler bananas, Stage 1",9004,Baby food: fruit,,91,1,21.34,0.2,1.6,11.36,2,91.2,1.002,2022-10-28
2709366,67105040,"Baby Toddler bananas, Stage 2",9004,Baby food: fruit,,91,1,21.34,0.2,1.6,11.36,2,91.2,1.002,2022-10-28
2708129,53801000,Baby Toddler bar,9012,Baby food: snacks and sweets,,344,5.43,68.63,5.3,1.7,42,157,343.9,1.000,2022-10-28
2705861,21701010,Baby Toddler beef,9008,Baby food: meat and dinners,,81,12.03,2.43,2.52,0,0,41,80.5,0.994,2022-10-28
2710126,76403010,Baby Toddler beets,9006,Baby food: vegetables,,34,1.3,7.7,0.1,1.9,6.09,83,36.9,1.085,2022-10-28
2708131,53803300,Baby Toddler biscuit,9012,Baby food: snacks and sweets,,395,11.37,80.53,2.97,1.5,15.6,300,394.3,0.998,2022-10-28
2710118,76201010,"Baby Toddler carrots, Stage 1",9006,Baby food: vegetables,,26,0.8,6,0.1,1.7,3.64,69,28.1,1.081,2022-10-28
2710119,76201040,"Baby Toddler carrots, Stage 2",9006,Baby food: vegetables,,32,0.8,7.2,0.2,1.7,3.16,49,33.8,1.056,2022-10-28
2708491,57801000,"Baby Toddler cereal, barley, dry",9002,Baby food: cereals,,376,13.2,69.4,6.6,6.6,13.2,33,389.8,1.037,2022-10-28
2708495,57806000,"Baby Toddler cereal, multigrain with fruit, dry",9002,Baby food: cereals,,404,6.53,80.47,6.43,6.9,27.7,32,405.9,1.005,2022-10-28
2708502,57822000,"Baby Toddler cereal, multigrain with fruit, ready-to-eat",9002,Baby food: cereals,,88,1.46,19.24,0.68,1.2,8.18,2,88.9,1.010,2022-10-28
2708496,57806050,"Baby Toddler cereal, multigrain, dry",9002,Baby food: cereals,,407,6.67,80.06,6.67,6.7,26.67,33,407.0,1.000,2022-10-28
2708501,57820300,"Baby Toddler cereal, multigrain, ready-to-eat",9002,Baby food: cereals,,75,1.87,15,0.89,1.1,1.16,2,75.5,1.007,2022-10-28
2708498,57820000,"Baby Toddler cereal, NFS",9002,Baby food: cereals,,89,1.92,18.4,0.96,1.8,7.82,2,89.9,1.010,2022-10-28
2708497,57806100,"Baby Toddler cereal, oatmeal with fruit, dry",9002,Baby food: cereals,,392,10.64,74.22,6.13,7.4,13.45,20,394.6,1.007,2022-10-28
2708503,57823000,"Baby Toddler cereal, oatmeal with fruit, ready-to-eat",9002,Baby food: cereals,,89,1.92,18.4,0.96,1.8,7.82,2,89.9,1.010,2022-10-28
2708492,57804000,"Baby Toddler cereal, oatmeal, dry",9002,Baby food: cereals,,394,10.99,73.48,6.36,7.3,11.67,21,395.1,1.003,2022-10-28
2708500,57820200,"Baby Toddler cereal, oatmeal, ready-to-eat",9002,Baby food: cereals,,76,2.54,13.77,1.3,1.9,0.62,2,76.9,1.012,2022-10-28
2708494,57805090,"Baby Toddler cereal, rice with fruit, dry",9002,Baby food: cereals,,388,6.51,83.4,2.17,1.7,6.97,31,379.2,0.977,2022-10-28
2708504,57824000,"Baby Toddler cereal, rice with fruit, ready-to-eat",9002,Baby food: cereals,,87,1.12,19.98,0.27,0.6,7.54,2,86.8,0.998,2022-10-28
2708493,57805000,"Baby Toddler cereal, rice, dry",9002,Baby food: cereals,,390,6.65,83.14,2.19,1.3,4.85,32,378.9,0.971,2022-10-28
2708499,57820100,"Baby Toddler cereal, rice, ready-to-eat",9002,Baby food: cereals,,73,1.38,16.09,0.3,0.1,0.21,2,72.6,0.994,2022-10-28
2706151,24701010,Baby Toddler chicken,9008,Baby food: meat and dinners,,130,13.7,0.1,7.9,0,0,49,126.3,0.972,2022-10-28
2708130,53803100,Baby Toddler cookie,9012,Baby food: snacks and sweets,,420,9.88,69.79,11.24,3,24.55,280,419.8,1.000,2022-10-28
2708190,54350000,Baby Toddler crackers,9012,Baby food: snacks and sweets,,391,12.5,83.21,0.87,0,12.5,313,390.7,0.999,2022-10-28
2708193,54360000,Baby Toddler crunchies,9012,Baby food: snacks and sweets,,462,3.2,69.14,19.24,1.2,14,250,462.5,1.001,2022-10-28
2705463,11480000,"Baby Toddler food, NFS",9007,Baby food: mixtures,,75,4.9,9.08,2.15,1.1,4.47,27,75.3,1.004,2022-10-28
2709362,67100480,Baby Toddler fruit and meat,9007,Baby food: mixtures,,82,2.26,16.44,0.99,1.8,9.06,6,83.7,1.021,2022-10-28
2709357,67100350,"Baby Toddler fruit and vegetables, Stage 2",9007,Baby food: mixtures,,59,0.98,13.69,0.23,1.7,7.46,14,60.8,1.030,2022-10-28
2709358,67100360,"Baby Toddler fruit and vegetables, Stage 3",9007,Baby food: mixtures,,59,0.98,13.69,0.23,1.7,7.46,14,60.8,1.030,2022-10-28
2709359,67100450,"Baby Toddler fruit and vegetables, with grain",9007,Baby food: mixtures,,69,1.48,15.31,0.48,2,6.73,16,71.5,1.036,2022-10-28
2709360,67100460,"Baby Toddler fruit and vegetables, with yogurt",9007,Baby food: mixtures,,69,2.1,11.29,1.84,1,6.55,26,70.1,1.016,2022-10-28
2709352,67100000,"Baby Toddler fruit, NFS",9004,Baby food: fruit,,68,0.68,16.44,0.21,1.7,10.49,2,70.4,1.035,2022-10-28
2709361,67100470,"Baby Toddler fruit, vegetables, and meat",9007,Baby food: mixtures,,75,2.63,14.14,1.06,1.8,6.06,19,76.6,1.022,2022-10-28
2709355,67100250,"Baby Toddler fruit, with grain",9007,Baby food: mixtures,,78,1.07,17.96,0.41,2,10.11,2,79.8,1.023,2022-10-28
2709356,67100260,"Baby Toddler fruit, with yogurt",9007,Baby food: mixtures,,76,1.87,13.36,1.83,1.1,8.82,17,77.4,1.018,2022-10-28
2710124,76401010,"Baby Toddler green beans, Stage 1",9006,Baby food: vegetables,,24,1.2,5.8,0.1,1.9,1.08,5,28.9,1.204,2022-10-28
2710125,76401040,"Baby Toddler green beans, Stage 2",9006,Baby food: vegetables,,24,1.2,5.8,0.1,1.9,1.08,5,28.9,1.204,2022-10-28
2705903,22810010,Baby Toddler ham,9008,Baby food: meat and dinners,,97,11.3,3.7,3.8,0,0,44,94.2,0.971,2022-10-28
2709374,67202000,"Baby Toddler juice, apple",9202,Baby juice,,47,0,11.7,0.1,0.1,10.7,8,47.7,1.015,2022-10-28
2709378,67230600,"Baby Toddler juice, fruit and vegetable",9202,Baby juice,,47,0.3,11.4,0.1,0.5,9.6,5,47.7,1.015,2022-10-28
2709379,67250150,"Baby Toddler juice, fruit and yogurt blend",9007,Baby food: mixtures,,69,1.56,12.7,1.48,1,8.59,14,70.4,1.020,2022-10-28
2709375,67203800,"Baby Toddler juice, grape",9202,Baby juice,,62,0,15.38,0,0,15.3,10,61.5,0.992,2022-10-28
2709376,67204000,"Baby Toddler juice, mixed fruit",9202,Baby juice,,47,0,11.7,0.1,0.1,10.7,8,47.7,1.015,2022-10-28
2709373,67201000,"Baby Toddler juice, NFS",9202,Baby juice,,47,0,11.7,0.1,0.1,10.7,8,47.7,1.015,2022-10-28
2709377,67212000,"Baby Toddler juice, pear",9202,Baby juice,,43,0,11.86,0,0.1,7.28,8,47.4,1.103,2022-10-28
2709372,67110100,Baby Toddler mangoes,9004,Baby food: fruit,,60,0.82,14.98,0.38,1.6,13.66,1,66.6,1.110,2022-10-28
2705904,22820000,Baby Toddler meat stick,9008,Baby food: meat and dinners,,188,13.7,1.4,14.2,0.2,1.4,295,188.2,1.001,2022-10-28
2705821,20000300,"Baby Toddler meat, NFS",9008,Baby food: meat and dinners,,112,12.58,1.25,5.99,0,0,47,109.2,0.975,2022-10-28
2709353,67100100,"Baby Toddler multiple fruit, Stage 2",9004,Baby food: fruit,,68,0.68,16.44,0.21,1.7,10.49,2,70.4,1.035,2022-10-28
2709354,67100105,"Baby Toddler multiple fruit, Stage 3",9004,Baby food: fruit,,68,0.68,16.44,0.21,1.7,10.49,2,70.4,1.035,2022-10-28
2710127,76407010,"Baby Toddler multiple vegetables, Stage 2",9006,Baby food: vegetables,,44,1.44,9.56,0.25,1.6,2.92,32,46.2,1.051,2022-10-28
2710128,76407020,"Baby Toddler multiple vegetables, Stage 3",9006,Baby food: vegetables,,44,1.44,9.56,0.25,1.6,2.92,32,46.2,1.051,2022-10-28
2709367,67108010,"Baby Toddler peaches, Stage 1",9004,Baby food: fruit,,65,0.94,14.48,0.33,1.3,11.5,4,64.7,0.995,2022-10-28
2709368,67108040,"Baby Toddler peaches, Stage 2",9004,Baby food: fruit,,65,0.94,14.48,0.33,1.3,11.5,4,64.7,0.995,2022-10-28
2709369,67109010,"Baby Toddler pears, Stage 1",9004,Baby food: fruit,,42,0.3,10.8,0.2,2.8,6.98,1,46.2,1.100,2022-10-28
2709370,67109040,"Baby Toddler pears, Stage 2",9004,Baby food: fruit,,44,0.3,11.6,0.1,2.8,7.34,1,48.5,1.102,2022-10-28
2710131,76409010,"Baby Toddler peas, Stage 1",9006,Baby food: vegetables,,50,3.27,8.36,0.43,2,2.01,5,50.4,1.008,2022-10-28
2710132,76409040,"Baby Toddler peas, Stage 2",9006,Baby food: vegetables,,50,3.27,8.36,0.43,2,2.01,5,50.4,1.008,2022-10-28
2709371,67110000,Baby Toddler prunes,9004,Baby food: fruit,,100,1,23.52,0.2,2.7,14.28,1,99.9,0.999,2022-10-28
2709380,67408010,Baby Toddler pudding,9012,Baby food: snacks and sweets,,86,1.76,17.58,0.98,0.2,12.2,26,86.2,1.002,2022-10-28
2708191,54350100,"Baby Toddler puffs, fruit",9012,Baby food: snacks and sweets,,344,6.19,85.79,2.3,3.8,17.84,13,388.6,1.130,2022-10-28
2708192,54350200,"Baby Toddler puffs, vegetable",9012,Baby food: snacks and sweets,,344,6.19,85.79,2.3,3.8,17.84,13,388.6,1.130,2022-10-28
2708128,53800000,"Baby Toddler snack, NFS",9012,Baby food: snacks and sweets,,359,7.34,83.4,3.29,3.4,18.18,83,392.6,1.094,2022-10-28
2710120,76205010,"Baby Toddler squash, Stage 1",9006,Baby food: vegetables,,28,0.81,5.73,0.2,0.9,3.37,5,28.0,0.999,2022-10-28
2710121,76205040,"Baby Toddler squash, Stage 2",9006,Baby food: vegetables,,24,0.81,5.73,0.2,0.9,3.24,5,28.0,1.165,2022-10-28
2710122,76209010,"Baby Toddler sweet potatoes, Stage 1",9006,Baby food: vegetables,,57,1.1,13.2,0.1,1.5,4.05,22,58.1,1.019,2022-10-28
2710123,76209040,"Baby Toddler sweet potatoes, Stage 2",9006,Baby food: vegetables,,60,1.1,14,0.1,1.5,4.24,18,61.3,1.022,2022-10-28
2706152,24703010,Baby Toddler turkey,9008,Baby food: meat and dinners,,111,11.5,1.4,6.2,0,0,49,107.4,0.968,2022-10-28
2710117,76000000,"Baby Toddler vegetable, NFS",9006,Baby food: vegetables,,44,1.44,9.56,0.25,1.6,2.92,32,46.2,1.051,2022-10-28
2710130,76407080,Baby Toddler vegetables and meat,9007,Baby food: mixtures,,64,2.95,11.18,1.08,1.8,2.81,32,66.2,1.035,2022-10-28
2710129,76407050,"Baby Toddler vegetables, with grain",9007,Baby food: mixtures,,58,1.84,12.01,0.5,1.9,3.1,31,59.9,1.033,2022-10-28
2708194,54360100,Baby Toddler wheels,9012,Baby food: snacks and sweets,,413,10,78.89,6.41,0,10,350,413.2,1.001,2022-10-28
2709381,67430500,Baby Toddler yogurt melts,9012,Baby food: snacks and sweets,,380,14.29,71.82,4,2.3,57.14,286,380.4,1.001,2022-10-28
2705464,11480010,"Baby Toddler yogurt, plain",9010,Baby food: yogurt,,78,3.82,5.57,4.48,0,4.09,42,77.9,0.998,2022-10-28
2705465,11480100,"Baby Toddler yogurt, with fruit",9010,Baby food: yogurt,,98,3.48,11.9,4.04,0.1,8.53,41,97.9,0.999,2022-10-28
2708717,58117410,Bacalaitos fritos,3006,Seafood mixed dishes,,281,14.43,36.1,8.63,1.2,0.12,233,279.8,0.996,2022-10-28
2710198,83101600,Bacon and tomato dressing,8012,Salad dressings and vegetable oils,,326,1.8,2,35,0.2,2,905,330.2,1.013,2022-10-28
2707337,34002110,Bacon biscuit sandwich,3706,Egg/breakfast sandwiches,,382,13.71,29.26,23.2,1.6,3.09,1090,380.7,0.997,2022-10-28
2707466,41810250,Bacon bits,2604,Bacon,,476,32,28.6,25.9,10.2,0,1770,475.5,0.999,2022-10-28
2705890,22601040,"Bacon or side pork, fresh, cooked",2604,Bacon,raw,468,33.92,1.7,35.09,0,0,1684,458.3,0.979,2022-10-28
2707465,41810200,"Bacon strip, meatless",2806,Soy and meat-alternative products,,309,11.69,5.31,29.52,2.6,0,1465,333.7,1.080,2022-10-28
2710256,89902100,"Bacon, for use on a sandwich",9999,Not included in a food category,,494,39.36,2.01,36.19,0,2.45,1798,491.2,0.994,2022-10-28
2710239,89901000,"Bacon, for use with vegetables",9999,Not included in a food category,,468,33.92,1.7,35.09,0,0,1684,458.3,0.979,2022-10-28
2706980,27520620,"Bacon, lettuce, tomato sandwich on wheat",3740,Deli and cured meat sandwiches,,229,12.02,27.53,7.76,3.4,3.59,515,228.0,0.996,2022-10-28
2706979,27520610,"Bacon, lettuce, tomato sandwich on white",3740,Deli and cured meat sandwiches,,231,10.89,29.71,7.54,1.7,3.67,521,230.3,0.997,2022-10-28
2705885,22600100,"Bacon, NS as to type of meat, cooked",2604,Bacon,,484,37.41,1.9,35.8,0,1.57,1757,479.4,0.991,2022-10-28
2705886,22600110,"Bacon, NS as to type of meat, reduced sodium, cooked",2604,Bacon,,253,13.33,4.8,20,0,0,900,252.5,0.998,2022-10-28
2707684,51180010,Bagel,4206,Bagels and English muffins,,264,10.56,52.38,1.32,1.6,8.43,422,263.6,0.999,2022-10-28
2708292,54440010,Bagel chips,5202,"Crackers, excludes saltines",,451,12.34,66.36,15.14,4.1,6.02,233,451.1,1.000,2022-10-28
2707785,51630000,"Bagel, multigrain",4206,Bagels and English muffins,,250,10.2,48.89,1.53,4.1,6.12,439,250.1,1.001,2022-10-28
2707786,51630100,"Bagel, multigrain, with raisins",4206,Bagels and English muffins,,255,9.51,51.93,1.4,4.1,12.03,398,258.4,1.013,2022-10-28
2707772,51501080,"Bagel, oat bran",4206,Bagels and English muffins,,250,10.2,48.89,1.53,4.1,6.12,439,250.1,1.001,2022-10-28
