fdc_id,food_code,description,wweia_category_number,wweia_category_description,state_hint,kcal_per_100g,protein_g_per_100g,carbs_g_per_100g,fat_g_per_100g,fiber_g_per_100g,sugar_g_per_100g,sodium_mg_per_100g,atwater_kcal,atwater_ratio,publication_date
2705522,11710351,"Infant formula, Similac Advance, ready-to-feed",9402,"Formula, ready-to-feed",,66,1.37,6.87,3.62,0,6.87,16,65.5,0.993,2022-10-28
2705521,11710056,"Infant formula, Similac Alimentum, powder, made with water",9404,"Formula, prepared from powder",,67,1.8,6.77,3.63,0,4.4,29,67.0,0.999,2022-10-28
2705520,11710051,"Infant formula, Similac Alimentum, ready-to-feed",9402,"Formula, ready-to-feed",,67,1.8,6.77,3.63,0,4.4,29,67.0,0.999,2022-10-28
2705573,11720430,"Infant formula, Similac for Diarrhea",9402,"Formula, ready-to-feed",,66,1.76,6.67,3.6,0.7,6.66,29,66.1,1.002,2022-10-28
2705531,11710383,"Infant formula, Similac for Spit-Up, powder, made with water",9404,"Formula, prepared from powder",,65,1.38,6.9,3.48,0,6.9,19,64.4,0.991,2022-10-28
2705530,11710381,"Infant formula, Similac for Spit-Up, ready-to-feed",9402,"Formula, ready-to-feed",,65,1.38,6.9,3.48,0,6.9,19,64.4,0.991,2022-10-28
2705572,11720419,"Infant formula, Similac Isomil Soy, powder, made with baby water",9404,"Formula, prepared from powder",,65,1.58,6.73,3.53,0,6.65,28,65.0,1.000,2022-10-28
2705571,11720418,"Infant formula, Similac Isomil Soy, powder, made with bottled water",9404,"Formula, prepared from powder",,65,1.58,6.73,3.53,0,6.65,30,65.0,1.000,2022-10-28
2705570,11720417,"Infant formula, Similac Isomil Soy, powder, made with tap water",9404,"Formula, prepared from powder",,65,1.58,6.73,3.53,0,6.65,32,65.0,1.000,2022-10-28
2705569,11720411,"Infant formula, Similac Isomil Soy, ready-to-feed",9402,"Formula, ready-to-feed",,65,1.58,6.73,3.53,0,6.65,28,65.0,1.000,2022-10-28
2705529,11710379,"Infant formula, Similac Sensitive, powder, made with baby water",9404,"Formula, prepared from powder",,65,1.4,6.99,3.53,0,6.99,20,65.3,1.005,2022-10-28
2705528,11710378,"Infant formula, Similac Sensitive, powder, made with bottled water",9404,"Formula, prepared from powder",,65,1.4,6.99,3.53,0,6.99,22,65.3,1.005,2022-10-28
2705527,11710377,"Infant formula, Similac Sensitive, powder, made with tap water",9404,"Formula, prepared from powder",,65,1.4,6.99,3.53,0,6.99,23,65.3,1.005,2022-10-28
2705526,11710371,"Infant formula, Similac Sensitive, ready-to-feed",9402,"Formula, ready-to-feed",,65,1.4,6.99,3.53,0,6.99,20,65.3,1.005,2022-10-28
2705519,11710030,"Infant formula, Similac, NFS",9404,"Formula, prepared from powder",,65,1.37,6.9,3.6,0,6.9,17,65.5,1.007,2022-10-28
2705564,11710980,"Infant formula, store brand, added rice",9404,"Formula, prepared from powder",,65,1.49,7.17,3.36,0,7.08,23,64.9,0.998,2022-10-28
2705562,11710969,"Infant formula, store brand, advantage or tender, powder, made with baby water",9404,"Formula, prepared from powder",,66,1.38,7.12,3.56,0,7.12,17,66.0,1.001,2022-10-28
2705561,11710968,"Infant formula, store brand, advantage or tender, powder, made with bottled water",9404,"Formula, prepared from powder",,66,1.38,7.12,3.56,0,7.12,19,66.0,1.001,2022-10-28
2705560,11710967,"Infant formula, store brand, advantage or tender, powder, made with tap water",9404,"Formula, prepared from powder",,66,1.38,7.12,3.56,0,7.12,20,66.0,1.001,2022-10-28
2705563,11710970,"Infant formula, store brand, gentle or sensitivity",9404,"Formula, prepared from powder",,66,1.46,7.15,3.51,0,7.12,22,66.0,1.000,2022-10-28
2705578,11720809,"Infant formula, store brand, soy",9404,"Formula, prepared from powder",,66,1.61,6.9,3.51,0,6.76,26,65.6,0.994,2022-10-28
2707796,51807000,"Injera, Ethiopian bread",4202,Yeast breads,,93,2.55,19.39,0.68,2.8,1.03,226,93.9,1.009,2022-10-28
2710234,83300600,"Italian dressing, fat free",8012,Salad dressings and vegetable oils,,47,0.97,8.75,0.87,0.6,8.85,1129,46.7,0.994,2022-10-28
2710224,83205450,"Italian dressing, light",8012,Salad dressings and vegetable oils,,102,0.39,9.99,6.68,0,9.16,891,101.6,0.996,2022-10-28
2710203,83106000,"Italian dressing, made with vinegar and oil",8012,Salad dressings and vegetable oils,,240,0.41,12.12,21.12,0,10.77,993,240.2,1.001,2022-10-28
2710317,91601000,Italian Ice,5806,"Gelatins, ices, sorbets",,128,0.4,32.6,0,0,32.6,22,132.0,1.031,2022-10-28
2710318,91601010,"Italian Ice, no sugar added",5806,"Gelatins, ices, sorbets",,24,0,5.92,0,0,1.52,10,23.7,0.987,2022-10-28
2707051,27560620,Italian sandwich on wheat,3740,Deli and cured meat sandwiches,,308,16.42,17.53,18.92,2,2.29,1006,306.1,0.994,2022-10-28
2707050,27560610,Italian sandwich on white,3740,Deli and cured meat sandwiches,,309,15.7,18.9,18.78,0.8,2.34,1010,307.4,0.995,2022-10-28
2707052,27560630,"Italian sandwich or sub, restaurant",3740,Deli and cured meat sandwiches,,313,16.23,16.42,20.05,0.7,2.11,1053,311.1,0.994,2022-10-28
2706189,25221350,Italian sausage,2608,Sausages,,317,18.2,2.15,26.2,0,1.46,766,317.2,1.001,2022-10-28
2707054,27560715,Italian sausage sandwich on wheat,3740,Deli and cured meat sandwiches,,293,15.18,21.38,16.32,2.4,3.12,621,293.1,1.000,2022-10-28
2707053,27560710,Italian sausage sandwich on white,3703,Frankfurter sandwiches,,300,14.45,23.47,16.29,0.8,4.05,645,298.3,0.994,2022-10-28
2710635,93301083,Jagerbomb,7506,Liquor and cocktails,,102,0.34,15.97,0.03,0,15.98,30,65.5,0.642,2022-10-28
2710037,75340200,"Jai, Monk's Food",6420,Other vegetables and combinations,,60,4.25,7.72,1.86,1.7,1.15,28,64.6,1.077,2022-10-28
2710301,91402000,Jam,8806,"Jams, syrups, toppings",,278,0.37,68.86,0.07,1.1,48.5,32,277.6,0.998,2022-10-28
2710306,91406500,"Jam or jelly, fruit juice sweetened",8806,"Jams, syrups, toppings",,212,0,52.93,0,0.9,42,0,211.7,0.999,2022-10-28
2710299,91400000,"Jam or jelly, NFS",8806,"Jams, syrups, toppings",,261,0.18,67.12,0.03,1,49.16,26,269.5,1.032,2022-10-28
2710305,91405500,"Jam or jelly, reduced sugar",8806,"Jams, syrups, toppings",,151,0,37.6,0.1,1.5,29.41,0,151.3,1.002,2022-10-28
2710304,91405000,"Jam or jelly, sugar free",8806,"Jams, syrups, toppings",,121,0.55,29.6,0,2.2,3.39,3,120.6,0.997,2022-10-28
2706727,27363100,Jambalaya with meat and rice,3202,Rice mixed dishes,,161,13.76,8.65,7.97,0.7,0.94,379,161.4,1.002,2022-10-28
2710300,91401000,Jelly,8806,"Jams, syrups, toppings",,266,0.15,69.95,0.02,1,51.22,30,280.6,1.055,2022-10-28
2709137,58201000,"Jelly sandwich, NFS",3722,Peanut butter and jelly sandwiches,,267,5.72,57.5,2.16,1.8,23.69,282,272.3,1.020,2022-10-28
2709139,58201015,"Jelly sandwich, on wheat bread",3722,Peanut butter and jelly sandwiches,,265,6.9,55.23,2.39,3.6,23.61,276,270.0,1.019,2022-10-28
2709138,58201005,"Jelly sandwich, on white bread",3722,Peanut butter and jelly sandwiches,,267,5.72,57.5,2.16,1.8,23.69,282,272.3,1.020,2022-10-28
2709787,75111800,"Jicama, raw",6420,Other vegetables and combinations,raw,38,0.72,8.82,0.09,4.9,1.8,4,39.0,1.026,2022-10-28
2707820,52211010,Johnnycake,4402,"Biscuits, muffins, quick breads",,277,7.98,43.82,7.46,1.8,9.1,871,274.3,0.990,2022-10-28
2709603,72119221,"Kale, fresh, cooked, fat added",6411,Other dark green vegetables,raw,69,3.05,4.61,4.29,4.3,0.84,185,69.2,1.004,2022-10-28
2709600,72119211,"Kale, fresh, cooked, no added fat",6411,Other dark green vegetables,raw,46,3.13,4.74,1.6,4.4,0.86,181,45.9,0.997,2022-10-28
2709604,72119222,"Kale, frozen, cooked, fat added",6411,Other dark green vegetables,,66,2.85,5.14,3.72,2.2,1.09,136,65.4,0.992,2022-10-28
2709601,72119212,"Kale, frozen, cooked, no added fat",6411,Other dark green vegetables,,44,2.93,5.28,1.21,2.3,1.12,132,43.7,0.994,2022-10-28
2709602,72119220,"Kale, NS as to form, cooked",6411,Other dark green vegetables,,69,3.05,4.61,4.29,4.3,0.84,185,69.2,1.004,2022-10-28
2709599,72119190,"Kale, raw",6411,Other dark green vegetables,raw,43,2.92,4.42,1.49,4.1,0.8,53,42.8,0.995,2022-10-28
2710636,93301085,Kamikaze,7506,Liquor and cocktails,,187,0.06,6.93,0.07,0.1,5.63,5,28.6,0.153,2022-10-28
2705394,11115400,Kefir,1006,"Milk, lowfat",,52,3.59,7.48,0.96,0,6.91,38,52.9,1.018,2022-10-28
2709733,74401010,Ketchup,8402,Tomato-based condiments,,109,1.08,27.1,0.32,0.3,21.54,928,115.6,1.061,2022-10-28
2709734,74401110,"Ketchup, reduced sodium",8402,Tomato-based condiments,,101,1.04,27.4,0.1,0.3,21.27,20,114.7,1.135,2022-10-28
2708716,58117310,"Kibby, Puerto Rican style",3002,Meat mixed dishes,,168,8.76,17.99,7.2,3.1,0.8,558,171.8,1.023,2022-10-28
2706157,25130000,Kidney,2010,Liver and organ meats,,157,27.05,0,4.61,0,0,400,149.7,0.953,2022-10-28
2709034,58161321,Kidney beans and brown rice,3102,"Bean, pea, legume dishes",,155,5.81,23.02,4.63,4.5,0.27,211,157.0,1.013,2022-10-28
2708987,58160102,"Kidney beans and rice, from fast food / restaurant",3102,"Bean, pea, legume dishes",,179,5.72,23.17,7.07,4.2,0.19,296,179.2,1.001,2022-10-28
2708993,58160150,Kidney beans and white rice,3102,"Bean, pea, legume dishes",,158,5.9,23.91,4.29,4.3,0.2,229,157.9,0.999,2022-10-28
2707386,41106170,Kidney beans with meat,2802,"Beans, peas, legumes",,173,10.46,18.33,6.78,5.9,0.36,275,176.2,1.018,2022-10-28
2707382,41106040,"Kidney beans, from canned, fat added",2802,"Beans, peas, legumes",,186,8.37,23.79,6.82,7.7,2.97,299,190.0,1.022,2022-10-28
2707383,41106080,"Kidney beans, from canned, no added fat",2802,"Beans, peas, legumes",,135,8.7,24.72,0.6,8,3.08,311,139.1,1.030,2022-10-28
2707384,41106110,"Kidney beans, from canned, reduced sodium",2802,"Beans, peas, legumes",,186,8.37,23.79,6.82,8.5,2.97,188,190.0,1.022,2022-10-28
2707380,41106010,"Kidney beans, from dried, fat added",2802,"Beans, peas, legumes",,177,8.06,21.19,6.97,6.9,0.3,218,179.7,1.015,2022-10-28
2707381,41106020,"Kidney beans, from dried, no added fat",2802,"Beans, peas, legumes",,126,8.62,22.66,0.5,7.4,0.32,233,129.6,1.029,2022-10-28
2707385,41106150,"Kidney beans, from fast food / restaurant",2802,"Beans, peas, legumes",,195,7.81,20.54,9.46,6.7,0.29,350,198.5,1.018,2022-10-28
2707379,41105990,"Kidney beans, NFS",2802,"Beans, peas, legumes",,177,8.06,21.19,6.97,6.9,0.3,218,179.7,1.015,2022-10-28
2710077,75502520,Kimchi,8408,"Olives, pickles, pickled vegetables",,15,1.1,2.4,0.5,1.6,1.06,498,18.5,1.233,2022-10-28
2709239,63126500,"Kiwi fruit, raw",6018,Other fruits and fruit salads,raw,64,1.06,14,0.44,3,8.99,5,64.2,1.003,2022-10-28
2708723,58122320,Knish,3208,Turnovers and other grain-based items,,345,10.51,31.92,19.73,1.1,0.98,445,347.3,1.007,2022-10-28
2706181,25221110,Knockwurst,2608,Sausages,,307,11.1,3.2,27.7,0,0,930,306.5,0.998,2022-10-28
2709934,75218011,"Kohlrabi, cooked",6420,Other vegetables and combinations,,51,1.72,6.26,2.75,3.6,2.63,146,56.7,1.111,2022-10-28
2709788,75112000,"Kohlrabi, raw",6420,Other vegetables and combinations,raw,27,1.7,6.2,0.1,3.6,2.6,20,32.5,1.204,2022-10-28
2710228,83208500,Korean dressing or marinade,8012,Salad dressings and vegetable oils,,348,3.17,12.66,31.41,0.5,10.2,1850,346.0,0.994,2022-10-28
2709167,61110010,"Kumquat, raw",6012,Citrus fruits,raw,71,1.88,15.9,0.86,6.5,9.36,10,78.9,1.111,2022-10-28
2706743,27415170,Kung Pao beef,3404,Stir-fry and soy-based sauce mixtures,,216,17.93,4.55,14.44,1,1.43,175,219.9,1.018,2022-10-28
2706796,27445220,Kung pao chicken,3404,Stir-fry and soy-based sauce mixtures,,129,9.76,6.87,6.98,1.5,3.03,402,129.3,1.003,2022-10-28
2706763,27420150,Kung Pao pork,3404,Stir-fry and soy-based sauce mixtures,,219,16.89,4.55,14.76,1,1.43,183,218.6,0.998,2022-10-28
2706857,27450470,Kung Pao shrimp,3404,Stir-fry and soy-based sauce mixtures,,173,13.94,5.32,10.74,1,1.43,210,173.7,1.004,2022-10-28
2710351,91718300,"Ladoo, round ball",5704,Candy not containing chocolate,,411,6.92,46.74,22.25,4,29.8,140,414.9,1.009,2022-10-28
2706524,27233000,Lamb or mutton and noodles with gravy,3002,Meat mixed dishes,,141,6.8,15.63,5.48,0.7,0.32,314,139.0,0.986,2022-10-28
2706522,27231000,Lamb or mutton and potatoes with gravy,3002,Meat mixed dishes,,129,5.13,12.53,6.46,1,0.58,308,128.8,0.998,2022-10-28
2706523,27232000,Lamb or mutton and potatoes with tomato-based sauce,3002,Meat mixed dishes,,126,5.26,12.48,6.22,1.5,1.63,301,126.9,1.007,2022-10-28
2706521,27230010,Lamb or mutton loaf,3002,Meat mixed dishes,,192,14.05,7.44,11.58,0.3,4.69,467,190.2,0.991,2022-10-28
2706413,27130010,Lamb or mutton with gravy,3002,Meat mixed dishes,,219,17.29,1.58,15.37,0,0.09,359,213.8,0.976,2022-10-28
2706658,27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",3002,Meat mixed dishes,,133,5.02,15.2,5.5,0.8,0.6,315,130.4,0.980,2022-10-28
2706656,27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3002,Meat mixed dishes,,136,5.05,16.34,5.51,0.7,0.55,309,135.2,0.994,2022-10-28
2706657,27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes,,130,5.13,15.15,5.31,1.1,1.47,316,128.9,0.992,2022-10-28
2706780,27430610,"Lamb shish kabob with vegetables, excluding potatoes",3002,Meat mixed dishes,,162,12.02,5.06,10.28,0.8,2.37,222,160.8,0.993,2022-10-28
2705906,23101000,"Lamb, chop",2008,"Lamb, goat, game",,264,27.36,0,16.27,0,0,387,255.9,0.969,2022-10-28
2705907,23132000,"Lamb, ground",2008,"Lamb, goat, game",,281,24.55,0,19.49,0,0,388,273.6,0.974,2022-10-28
2705905,23000100,"Lamb, NS as to cut",2008,"Lamb, goat, game",,292,24.32,0,20.77,0,0,379,284.2,0.973,2022-10-28
2709605,72120220,"Lambsquarter, cooked",6411,Other dark green vegetables,,54,3.11,4.85,3.22,2,0.6,149,60.8,1.126,2022-10-28
2710166,81202000,Lard,8002,Butter and animal fats,,902,0,0,100,0,0,0,900.0,0.998,2022-10-28
2708756,58130140,Lasagna with chicken or turkey,3204,"Pasta mixed dishes, excludes macaroni and cheese",,205,13.74,14.01,10.37,1,2.2,387,204.3,0.997,2022-10-28
2708750,58130011,Lasagna with meat,3204,"Pasta mixed dishes, excludes macaroni and cheese",,139,7.45,16.17,4.97,1.6,3.33,390,139.2,1.002,2022-10-28
2708755,58130020,Lasagna with meat and spinach,3204,"Pasta mixed dishes, excludes macaroni and cheese",,207,13.33,13.76,10.79,1.1,2.16,412,205.5,0.993,2022-10-28
2708751,58130013,"Lasagna with meat, canned",3204,"Pasta mixed dishes, excludes macaroni and cheese",,97,3.24,13.26,3.41,1.5,1.97,283,96.7,0.997,2022-10-28
2708752,58130014,"Lasagna with meat, from restaurant",3204,"Pasta mixed dishes, excludes macaroni and cheese",,185,10.83,11.36,10.69,1.5,3.15,466,185.0,1.000,2022-10-28
2708754,58130016,"Lasagna with meat, frozen",3204,"Pasta mixed dishes, excludes macaroni and cheese",,124,6.63,14.39,4.42,1.4,2.96,347,123.9,0.999,2022-10-28
2708753,58130015,"Lasagna with meat, home recipe",3204,"Pasta mixed dishes, excludes macaroni and cheese",,206,13.63,13.1,10.92,1.1,1.47,416,205.2,0.996,2022-10-28
2708758,58130310,"Lasagna, meatless",3204,"Pasta mixed dishes, excludes macaroni and cheese",,130,6.54,13.84,5.33,1.7,4.23,284,129.5,0.996,2022-10-28
2708759,58130320,"Lasagna, meatless, with vegetables",3204,"Pasta mixed dishes, excludes macaroni and cheese",,188,11.2,14.52,9.38,1.2,2.43,384,187.3,0.996,2022-10-28
2708757,58130150,"Lasagna, with chicken or turkey, and spinach",3204,"Pasta mixed dishes, excludes macaroni and cheese",,201,13.51,13.76,10.14,1.1,2.16,381,200.3,0.997,2022-10-28
2706873,27460100,Lau lau,3006,Seafood mixed dishes,,140,15.25,0,8.32,0,0,231,135.9,0.971,2022-10-28
2707401,41205055,Layer dip,8412,"Dips, gravies, other sauces",,146,5.41,6.67,11.33,2.1,1.71,538,150.3,1.029,2022-10-28
2709935,75218400,Leeks,6414,Onions,,88,1.57,14.74,3.05,1.9,4.07,151,92.7,1.053,2022-10-28
2709553,71701500,Lefse,6806,Mashed potatoes and white potato mixtures,,218,4.37,36.39,6.34,2,2.31,172,220.1,1.010,2022-10-28
2709182,61204200,"Lemon juice, 100%, canned or bottled",8406,Mustard and other condiments,,17,0.45,5.62,0.07,0.7,1.53,24,24.9,1.465,2022-10-28
2709181,61204010,"Lemon juice, 100%, freshly squeezed",8406,Mustard and other condiments,,22,0.35,6.9,0.24,0.3,2.52,1,31.2,1.416,2022-10-28
2709180,61204000,"Lemon juice, 100%, NS as to form",8406,Mustard and other condiments,,22,0.35,6.9,0.24,0.3,2.52,1,31.2,1.416,2022-10-28
2709169,61113500,Lemon pie filling,8806,"Jams, syrups, toppings",,354,4.71,68.92,6.93,0.4,62.16,73,356.9,1.008,2022-10-28
2709168,61113010,"Lemon, raw",6012,Citrus fruits,raw,29,1.1,9.32,0.3,2.8,2.5,2,44.4,1.530,2022-10-28
2710170,81301020,Lemon-butter sauce,8412,"Dips, gravies, other sauces",,671,0.8,0.74,74,0,0.77,472,672.2,1.002,2022-10-28
2710572,92511000,"Lemonade, frozen concentrate, not reconstituted",7204,Fruit drinks,,196,0.22,49.89,0.7,0.3,44.46,7,206.7,1.055,2022-10-28
2710571,92510960,"Lemonade, fruit flavored drink",7204,Fruit drinks,,25,0,6.55,0.07,0,6.5,12,26.8,1.073,2022-10-28
2710570,92510955,"Lemonade, fruit juice drink",7204,Fruit drinks,,46,0,12.08,0,0,11.67,6,48.3,1.050,2022-10-28
2710592,92550370,"Lemonade, fruit juice drink, light",7204,Fruit drinks,,21,0,5,0,0,5,5,20.0,0.952,2022-10-28
2707431,41311030,Lentil curry,3102,"Bean, pea, legume dishes",,111,3.68,12.33,5.65,3.4,3.21,383,114.9,1.035,2022-10-28
2707432,41311040,Lentil curry with rice,3102,"Bean, pea, legume dishes",,118,3.28,18.6,3.5,2.2,1.95,328,119.0,1.009,2022-10-28
2707426,41305020,"Lentils, from canned",2802,"Beans, peas, legumes",,166,8.36,18.66,6.84,7.3,1.67,325,169.6,1.022,2022-10-28
2707424,41304990,"Lentils, from dried, fat added",2802,"Beans, peas, legumes",,166,8.38,18.71,6.86,7.3,1.67,218,170.1,1.025,2022-10-28
2707425,41305000,"Lentils, from dried, no added fat",2802,"Beans, peas, legumes",,115,8.97,20.01,0.38,7.9,1.79,233,119.3,1.038,2022-10-28
2707423,41304970,"Lentils, NFS",2802,"Beans, peas, legumes",,166,8.38,18.71,6.86,7.3,1.67,218,170.1,1.025,2022-10-28
2709791,75113080,"Lettuce, arugula, raw",6410,Lettuce and lettuce salads,raw,25,2.58,3.65,0.66,1.6,2.05,27,30.9,1.234,2022-10-28
2709790,75113060,"Lettuce, Boston, raw",6410,Lettuce and lettuce salads,raw,18,0.88,3.26,0.11,0.9,0.48,25,17.5,0.975,2022-10-28
2709949,75220051,"Lettuce, cooked",6410,Lettuce and lettuce salads,,49,1.06,4.21,3.11,1.5,1.26,169,49.1,1.001,2022-10-28
2710250,89902020,"Lettuce, for use on a sandwich",6489,Vegetables on a sandwich,,20,0.92,3.69,0.1,1.3,1.1,23,19.3,0.967,2022-10-28
2709789,75113000,"Lettuce, raw",6410,Lettuce and lettuce salads,raw,20,0.92,3.69,0.1,1.3,1.1,23,19.3,0.967,2022-10-28
2709823,75143050,"Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing",6410,Lettuce and lettuce salads,,23,1.19,4.09,0.19,1.3,1.55,34,22.8,0.993,2022-10-28
2709822,75143000,"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing",6410,Lettuce and lettuce salads,,24,1.07,4.58,0.2,1.5,1.9,39,24.4,1.017,2022-10-28
2709824,75143100,"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing",6410,Lettuce and lettuce salads,,54,1.29,5.5,3.39,2.7,1.64,33,57.7,1.068,2022-10-28
2709825,75143200,"Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing",6410,Lettuce and lettuce salads,,91,4.94,4.2,6.08,1.2,1.63,146,91.3,1.003,2022-10-28
2709827,75143350,"Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing",6410,Lettuce and lettuce salads,,71,4.24,3.7,4.36,1.2,1.63,106,71.0,1.000,2022-10-28
2709826,75143300,"Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing",6410,Lettuce and lettuce salads,,50,3.4,3.88,2.31,1.2,1.74,56,49.9,0.998,2022-10-28
2709828,75144100,"Lettuce, wilted, with bacon dressing",3104,Vegetable dishes,,84,2.77,3.44,6.31,1,0.66,118,81.6,0.972,2022-10-28
2705512,11551050,Licuado or Batido,7220,Smoothies and grain drinks,,75,2.33,13.15,1.45,0.6,11.48,25,75.0,1.000,2022-10-28
2705672,13140115,"Light ice cream bar, chocolate",5802,Ice cream and frozen dairy desserts,,240,3.31,19.74,16.86,1,11.1,55,243.9,1.016,2022-10-28
2705670,13140000,"Light ice cream bar, vanilla",5802,Ice cream and frozen dairy desserts,,236,3.23,18.76,16.65,0.1,10.54,64,237.8,1.008,2022-10-28
2705671,13140100,"Light ice cream bar, vanilla, chocolate coated",5802,Ice cream and frozen dairy desserts,,236,3.39,19.15,16.62,0.5,10.45,63,239.7,1.016,2022-10-28
2705676,13142110,"Light ice cream cone, chocolate, prepackaged",5802,Ice cream and frozen dairy desserts,,227,5.32,34.87,7.56,1.3,17.11,124,228.8,1.008,2022-10-28
2705675,13142100,"Light ice cream cone, vanilla, prepackaged",5802,Ice cream and frozen dairy desserts,,223,5.41,34.23,7.3,0.7,16.4,133,224.3,1.006,2022-10-28
2705669,13135010,"Light ice cream sandwich, chocolate",5802,Ice cream and frozen dairy desserts,,243,4.85,37.86,8.4,1.5,20.74,200,246.4,1.014,2022-10-28
2705668,13135000,"Light ice cream sandwich, vanilla",5802,Ice cream and frozen dairy desserts,,239,4.93,37.26,8.15,1,20.08,209,242.1,1.013,2022-10-28
2705666,13130310,"Light ice cream, chocolate",5802,Ice cream and frozen dairy desserts,,180,4.27,26.24,6.46,0.8,15.18,73,180.2,1.001,2022-10-28
2705664,13130100,"Light ice cream, NFS",5802,Ice cream and frozen dairy desserts,,174,4.38,25.44,6.14,0.2,14.29,85,174.5,1.003,2022-10-28
2705665,13130300,"Light ice cream, vanilla",5802,Ice cream and frozen dairy desserts,,174,4.38,25.44,6.14,0.2,14.29,85,174.5,1.003,2022-10-28
2710008,75301120,"Lima beans and corn, cooked, fat added",6418,Other starchy vegetables,,112,4.18,18.7,3.04,3.7,2.14,155,118.9,1.061,2022-10-28
2710007,75301110,"Lima beans and corn, cooked, no added fat",6418,Other starchy vegetables,,92,4.3,19.25,0.5,3.8,2.2,151,98.7,1.073,2022-10-28
2709850,75204023,"Lima beans, from canned",6418,Other starchy vegetables,,122,5.86,18.62,2.86,5.1,1.3,373,123.7,1.014,2022-10-28
2707369,41103010,"Lima beans, from dried",2802,"Beans, peas, legumes",,165,7.25,19.4,6.86,6.5,2.7,218,168.3,1.020,2022-10-28
2709849,75204022,"Lima beans, from frozen, fat added",6418,Other starchy vegetables,,123,5.88,18.71,2.88,5.1,1.3,188,124.3,1.010,2022-10-28
2709848,75204012,"Lima beans, from frozen, no added fat",6418,Other starchy vegetables,,103,6.05,19.26,0.34,5.3,1.34,185,104.3,1.013,2022-10-28
2707368,41102990,"Lima beans, NFS",2802,"Beans, peas, legumes",,165,7.25,19.4,6.86,6.5,2.7,218,168.3,1.020,2022-10-28
2709185,61207200,"Lime juice, 100%, canned or bottled",8406,Mustard and other condiments,,21,0.25,6.69,0.23,0.4,1.37,16,29.8,1.420,2022-10-28
2709184,61207010,"Lime juice, 100%, freshly squeezed",8406,Mustard and other condiments,,25,0.42,8.42,0.07,0.4,1.69,2,36.0,1.440,2022-10-28
2709183,61207000,"Lime juice, 100%, NS as to form",8406,Mustard and other condiments,,25,0.42,8.42,0.07,0.4,1.69,2,36.0,1.440,2022-10-28
2709306,63403150,Lime souffle,5804,Pudding,,328,8.82,39.83,15.02,0.8,37.32,79,329.8,1.005,2022-10-28
2709170,61116010,"Lime, raw",6012,Citrus fruits,raw,30,0.7,10.54,0.2,2.8,1.69,2,46.8,1.559,2022-10-28
2710623,93201000,Liqueur,7506,Liquor and cocktails,,279,0,33.2,0.11,0,33.27,1,133.8,0.480,2022-10-28
2710625,93202000,"Liqueur, coffee flavored",7506,Liquor and cocktails,,336,0.1,46.8,0.3,0,38.3,8,190.3,0.566,2022-10-28
2710624,93201010,"Liqueur, cream",7506,Liquor and cocktails,,296,0.15,33.48,2.74,0,33.48,2,159.2,0.538,2022-10-28
2706153,25110140,"Liver, beef",2010,Liver and organ meats,,174,26.31,5.12,4.64,0,0,384,167.5,0.963,2022-10-28
2706876,27460750,"Liver, beef or calves, and onions",3002,Meat mixed dishes,,129,16.68,6.97,3.6,0.5,1.78,276,127.0,0.984,2022-10-28
2706154,25110450,"Liver, chicken",2010,Liver and organ meats,,189,20.02,6.48,8.69,0.2,0.02,453,184.2,0.975,2022-10-28
2706155,25112200,"Liver, paste or pate",2010,Liver and organ meats,,201,13.45,6.55,13.1,0,0,386,197.9,0.985,2022-10-28
2706875,27460710,"Livers, chicken, chopped, with eggs and onion",3004,Poultry mixed dishes,,226,12.89,2.87,17.69,0.4,1.23,1047,222.2,0.983,2022-10-28
2706213,25230560,Liverwurst,2602,Cold cuts and cured meats,,327,14.5,3.1,28.5,0,0,977,326.9,1.000,2022-10-28
2708799,58136120,"Lo mein, meatless",3402,Fried rice and lo/chow mein,,121,4.77,20.16,2.35,1.3,2.63,430,120.9,0.999,2022-10-28
2708798,58136110,"Lo mein, NFS",3402,Fried rice and lo/chow mein,,121,4.77,20.16,2.35,1.3,2.63,430,120.9,0.999,2022-10-28
2708802,58136150,"Lo mein, with beef",3402,Fried rice and lo/chow mein,,129,9.73,16.18,2.77,1,2.11,358,128.6,0.997,2022-10-28
2708803,58136160,"Lo mein, with chicken",3402,Fried rice and lo/chow mein,,130,9.15,16.15,3.15,1,2.11,413,129.5,0.997,2022-10-28
2708801,58136140,"Lo mein, with pork",3402,Fried rice and lo/chow mein,,138,9.48,16.18,3.79,1,2.11,357,136.8,0.991,2022-10-28
2708800,58136130,"Lo mein, with shrimp",3402,Fried rice and lo/chow mein,,121,8.56,16.24,2.21,1,2.08,363,119.1,0.984,2022-10-28
