fdc_id,food_code,description,portion_description,gram_weight
2708022,53410800,"Cobbler, peach",1 cubic inch,15
2708022,53410800,"Cobbler, peach",1 cup,250
2708022,53410800,"Cobbler, peach",Quantity not specified,125
2708023,53415100,"Crisp, apple",1 cup,250
2708023,53415100,"Crisp, apple",1 cubic inch,15
2708023,53415100,"Crisp, apple",Quantity not specified,125
2708024,53415110,"Fritter, plain",1 fritter,100
2708024,53415110,"Fritter, plain",Quantity not specified,100
2708025,53415120,"Fritter, fruit",1 fritter,100
2708025,53415120,"Fritter, fruit",Quantity not specified,100
2708026,53415300,"Crisp, berry",1 cup,250
2708026,53415300,"Crisp, berry",Quantity not specified,125
2708026,53415300,"Crisp, berry",1 cubic inch,15
2708027,53415400,"Crisp, cherry",1 cubic inch,15
2708027,53415400,"Crisp, cherry",Quantity not specified,125
2708027,53415400,"Crisp, cherry",1 cup,250
2708028,53415500,"Crisp, peach",Quantity not specified,125
2708028,53415500,"Crisp, peach",1 cubic inch,15
2708028,53415500,"Crisp, peach",1 cup,250
2708029,53420000,"Cream puff, eclair, custard or cream filled, NS as to icing","1 eclair, frozen",78
2708029,53420000,"Cream puff, eclair, custard or cream filled, NS as to icing","1 eclair (5"" x 2"" x 1-3/4"")",102
2708029,53420000,"Cream puff, eclair, custard or cream filled, NS as to icing","1 cream puff (3-1/2"" x 2"")",112
2708029,53420000,"Cream puff, eclair, custard or cream filled, NS as to icing",Quantity not specified,70
2708030,53420100,"Cream puff, eclair, custard or cream filled, not iced","1 eclair (5"" x 2"" x 1-3/4"")",90
2708030,53420100,"Cream puff, eclair, custard or cream filled, not iced","1 cream puff (3-1/2"" x 2"")",100
2708030,53420100,"Cream puff, eclair, custard or cream filled, not iced",Quantity not specified,70
2708030,53420100,"Cream puff, eclair, custard or cream filled, not iced",1 miniature cream puff,23
2708031,53420200,"Cream puff, eclair, custard or cream filled, iced","1 eclair, frozen",78
2708031,53420200,"Cream puff, eclair, custard or cream filled, iced",Quantity not specified,70
2708031,53420200,"Cream puff, eclair, custard or cream filled, iced","1 cream puff (3-1/2"" x 2"")",112
2708031,53420200,"Cream puff, eclair, custard or cream filled, iced",1 Tasty-Klair pie,113
2708031,53420200,"Cream puff, eclair, custard or cream filled, iced","1 eclair (5"" x 2"" x 1-3/4"")",102
2708032,53420210,"Cream puff, eclair, custard or cream filled, iced, reduced fat",Quantity not specified,70
2708032,53420210,"Cream puff, eclair, custard or cream filled, iced, reduced fat","1 eclair, frozen",60
2708033,53420250,"Cream puff, no filling or icing",1 cream puff,27
2708033,53420250,"Cream puff, no filling or icing",Quantity not specified,70
2708034,53420400,"Sopaipilla, without syrup or honey",Quantity not specified,70
2708034,53420400,"Sopaipilla, without syrup or honey","1 sopaipilla (1 1/2"" x 1 1/2"")",10
2708034,53420400,"Sopaipilla, without syrup or honey",1 surface inch,4.4
2708035,53420410,Sopaipilla with syrup or honey,Quantity not specified,70
2708035,53420410,Sopaipilla with syrup or honey,1 surface inch,5.3
2708035,53420410,Sopaipilla with syrup or honey,"1 sopaipilla (1 1/2"" x 1 1/2"")",12
2708036,53430100,"Crepe, chocolate filled",Quantity not specified,80
2708036,53430100,"Crepe, chocolate filled","1 crepe with filling, any size",80
2708036,53430100,"Crepe, chocolate filled",1 surface inch,1.6
2708037,53430200,"Crepe, fruit filled","1 crepe with filling, any size",80
2708037,53430200,"Crepe, fruit filled",Quantity not specified,80
2708037,53430200,"Crepe, fruit filled",1 surface inch,1.6
2708038,53430700,"Tamale, sweet",1 tamale,35
2708038,53430700,"Tamale, sweet",Quantity not specified,70
2708039,53440000,"Strudel, apple",1 piece,125
2708039,53440000,"Strudel, apple",Quantity not specified,125
2708039,53440000,"Strudel, apple",1 cubic inch,8.5
2708040,53440300,"Strudel, berry",Quantity not specified,125
2708040,53440300,"Strudel, berry",1 cubic inch,8.5
2708040,53440300,"Strudel, berry",1 piece,125
2708041,53440500,"Strudel, cherry",1 cubic inch,8.5
2708041,53440500,"Strudel, cherry",1 piece,125
2708041,53440500,"Strudel, cherry",Quantity not specified,125
2708042,53440600,"Strudel, cheese",1 cubic inch,8.5
2708042,53440600,"Strudel, cheese",Quantity not specified,125
2708042,53440600,"Strudel, cheese",1 piece,125
2708043,53440700,"Strudel, peach",1 piece,125
2708043,53440700,"Strudel, peach",Quantity not specified,125
2708043,53440700,"Strudel, peach",1 cubic inch,8.5
2708044,53441110,Baklava,1 cubic inch,13
2708044,53441110,Baklava,Quantity not specified,80
2708044,53441110,Baklava,1 piece,80
2708045,53441210,Basbousa,1 cubic inch,20
2708045,53441210,Basbousa,Quantity not specified,80
2708045,53441210,Basbousa,1 piece,80
2708046,53450000,"Turnover, fruit","1 item, any size",75
2708046,53450000,"Turnover, fruit",Quantity not specified,75
2708047,53452100,"Pastry, fruit-filled",1 pastry,78
2708047,53452100,"Pastry, fruit-filled",Quantity not specified,70
